Probe	ProbeID	gennames	biotype_gene
547	ILMN_1654074	1430196	ITGA3	protein_coding
548	ILMN_1654099	5700541	LRIG2	protein_coding
549	ILMN_1654108	3360674	NA	NA
550	ILMN_1654109	6270372	NA	NA
551	ILMN_1654112	460086	PARD6A	protein_coding
552	ILMN_1654118	670673	BCL2L1	protein_coding
553	ILMN_1654137	6380605	NA	NA
554	ILMN_1654141	1780050	ZDHHC20	protein_coding
555	ILMN_1654151	5820465	COX6C	protein_coding
556	ILMN_1654153	3610608	BTBD11	protein_coding
557	ILMN_1654171	4230048	DHFRP3	processed_pseudogene
558	ILMN_1654185	1070161	NA	NA
559	ILMN_1654195	7320438	GCC2	protein_coding
560	ILMN_1654200	5270561	RGPD3	protein_coding
561	ILMN_1654210	1500725	CD1C	protein_coding
562	ILMN_1654212	50563	DOK7	protein_coding
563	ILMN_1654217	2510541	MPP2	protein_coding
564	ILMN_1654226	2510377	LINC01518	lincRNA
565	ILMN_1654228	2570136	NA	NA
566	ILMN_1654240	2100082	NA	NA
567	ILMN_1654246	1850739	SIRT6	protein_coding
568	ILMN_1654250	5550056	MRPL21	protein_coding
569	ILMN_1654261	5820593	NA	NA
570	ILMN_1654262	3140543	ZMAT3	protein_coding
571	ILMN_1654268	7610537	HMGB2	protein_coding
572	ILMN_1654279	2650551	NA	unprocessed_pseudogene
573	ILMN_1654287	3060100	ADCY9	protein_coding
574	ILMN_1654289	510162	ELK1	protein_coding
575	ILMN_1654313	6480274	ANKRD36C	protein_coding
576	ILMN_1654318	840408	PTPN23	protein_coding
577	ILMN_1654319	4900086	HAPLN3	protein_coding
578	ILMN_1654320	7160692	RCBTB2	protein_coding
579	ILMN_1654322	3130092	ATP1B3	protein_coding
580	ILMN_1654324	1070114	HEYL	protein_coding
581	ILMN_1654331	2120008	NA	NA
582	ILMN_1654340	2120520	UGP2	protein_coding
583	ILMN_1654346	1570093	ADAM20P3	processed_pseudogene
584	ILMN_1654354	7380259	NA	NA
585	ILMN_1654357	7380553	ZNF24	protein_coding
586	ILMN_1654365	3360162	NA	TEC
587	ILMN_1654369	840414	NA	NA
588	ILMN_1654370	460427	TESK2	protein_coding
589	ILMN_1654385	5050575	ASB13	protein_coding
590	ILMN_1654386	2650603	LINC01588	lincRNA
591	ILMN_1654392	4640639	NA	NA
592	ILMN_1654394	4880162	LRRC45	protein_coding
593	ILMN_1654398	3180039	RGL1	protein_coding
594	ILMN_1654402	540736	IL18BP	protein_coding
595	ILMN_1654403	5670019	NA	NA
596	ILMN_1654408	3990408	NA	NA
597	ILMN_1654411	5340348	CCL18	protein_coding
598	ILMN_1654413	70064	NA	NA
599	ILMN_1654414	3440367	ACSL3	protein_coding
600	ILMN_1654415	4060441	PTF1A	protein_coding
601	ILMN_1654422	3400110	ACTN2	protein_coding
602	ILMN_1654427	4590286	NA	antisense
603	ILMN_1654429	1400743	NA	NA
604	ILMN_1654430	5490424	NA	NA
605	ILMN_1654441	7040241	OAT	protein_coding
606	ILMN_1654445	150750	NA	processed_pseudogene
607	ILMN_1654452	6270392	PVT1	lincRNA
608	ILMN_1654457	5290332	TXN2	protein_coding
609	ILMN_1654458	4850017	MYO1H	protein_coding
610	ILMN_1654459	4830040	SPANXN1	protein_coding
611	ILMN_1654466	4050504	NA	NA
612	ILMN_1654468	2570576	NA	NA
613	ILMN_1654473	6250730	ZP1	protein_coding
614	ILMN_1654474	6400091	NA	lincRNA
615	ILMN_1654479	4220689	GML	protein_coding
616	ILMN_1654488	2710731	KDM6A	protein_coding
617	ILMN_1654496	1850400	LINC01330	transcribed_unitary_pseudogene
618	ILMN_1654497	5260221	ATAD1	protein_coding
619	ILMN_1654504	3420164	CLEC7A	protein_coding
620	ILMN_1654516	6270634	TMEM120A	protein_coding
621	ILMN_1654522	7040196	UNC93B6	transcribed_processed_pseudogene
622	ILMN_1654534	3190743	NPSR1	protein_coding
623	ILMN_1654540	1110082	SEMA6D	protein_coding
624	ILMN_1654541	1260538	NA	NA
625	ILMN_1654542	4860379	FAM172A	protein_coding
626	ILMN_1654543	7200598	MED6	protein_coding
627	ILMN_1654545	3130349	CPSF1	protein_coding
628	ILMN_1654552	630403	MRPS31	protein_coding
629	ILMN_1654563	4730019	EFNB1	protein_coding
630	ILMN_1654566	6280471	HSPA1L	protein_coding
631	ILMN_1654570	1430431	TEKT1	protein_coding
632	ILMN_1654583	2350176	CHD1	protein_coding
633	ILMN_1654586	160605	RASA3	protein_coding
634	ILMN_1654598	5050561	IQCA1	protein_coding
635	ILMN_1654606	5490161	NA	NA
636	ILMN_1654612	50327	ZNF589	protein_coding
637	ILMN_1654613	6220523	THRA	protein_coding
638	ILMN_1654626	6940543	RB1CC1	protein_coding
639	ILMN_1654629	1090564	TMEM175	protein_coding
640	ILMN_1654630	3170195	FAM193B	protein_coding
641	ILMN_1654632	3870309	RGS7BP	protein_coding
642	ILMN_1654634	4810706	NA	protein_coding
643	ILMN_1654639	6860482	HERC6	protein_coding
644	ILMN_1654653	1510736	KLC1	protein_coding
645	ILMN_1654663	2070678	CPSF4L	protein_coding
646	ILMN_1654671	6980544	PRELID3A	protein_coding
647	ILMN_1654672	2230131	NA	processed_pseudogene
648	ILMN_1654673	5390286	NA	NA
649	ILMN_1654677	2140709	RAD9B	protein_coding
650	ILMN_1654685	3360491	NA	NA
651	ILMN_1654689	1470133	NA	NA
652	ILMN_1654690	1340470	CECR5	protein_coding
653	ILMN_1654692	5270372	RALGPS2	protein_coding
654	ILMN_1654696	4070719	NA	NA
655	ILMN_1654697	2750044	ZNF280B	protein_coding
656	ILMN_1654703	4210408	GPR157	protein_coding
657	ILMN_1654722	2900040	NA	NA
658	ILMN_1654732	110079	OSR2	protein_coding
659	ILMN_1654735	2470092	NA	NA
660	ILMN_1654737	5670088	NA	NA
661	ILMN_1654742	4200132	GJD4	protein_coding
662	ILMN_1654759	1440400	NA	NA
663	ILMN_1654766	2760528	SLC9B2	protein_coding
664	ILMN_1654771	1450047	NA	NA
665	ILMN_1654773	1660424	NA	NA
666	ILMN_1654786	1660379	NA	NA
667	ILMN_1654792	3370739	NA	NA
668	ILMN_1654812	460243	UNC93B1	protein_coding
669	ILMN_1654819	840239	ZNF589	protein_coding
670	ILMN_1654851	5080494	FAM134A	protein_coding
671	ILMN_1654854	7570070	MURC	protein_coding
672	ILMN_1654855	5870541	DCX	protein_coding
673	ILMN_1654858	460239	NA	NA
674	ILMN_1654864	4390014	BROX	protein_coding
675	ILMN_1654866	1500300	RANBP2	protein_coding
676	ILMN_1654870	4900681	MAPKAP1	protein_coding
677	ILMN_1654871	2450309	MARK2P17	processed_pseudogene
678	ILMN_1654875	2030142	CLC	protein_coding
679	ILMN_1654890	2000142	LENG8	protein_coding
680	ILMN_1654893	50341	SCAMP2	protein_coding
681	ILMN_1654899	6270593	CT47A6	protein_coding
682	ILMN_1654900	620358	MYL5	protein_coding
683	ILMN_1654916	4670192	NA	NA
684	ILMN_1654920	4390022	NA	NA
685	ILMN_1654922	580112	HHAT	protein_coding
686	ILMN_1654939	4290537	TMED2	protein_coding
687	ILMN_1654942	5890768	NFIC	protein_coding
688	ILMN_1654945	6450373	DNMT3A	protein_coding
689	ILMN_1654946	6520280	NA	NA
690	ILMN_1654950	5900356	NA	NA
691	ILMN_1654965	4880639	NA	NA
692	ILMN_1654966	6250349	SCARA3	protein_coding
693	ILMN_1654973	7380451	NA	NA
694	ILMN_1654979	5360431	EPHA6	protein_coding
695	ILMN_1654980	3400204	OTOA	protein_coding
696	ILMN_1654987	1660452	NA	NA
697	ILMN_1654997	2120711	P2RX3	protein_coding
698	ILMN_1654998	940154	PPP4R3A	protein_coding
699	ILMN_1655026	2370689	NORAD	lincRNA
700	ILMN_1655039	1510044	SLC27A4	protein_coding
701	ILMN_1655045	5900154	MCHR2-AS1	antisense
702	ILMN_1655046	3140563	NUTF2	protein_coding
703	ILMN_1655047	4260356	NA	NA
704	ILMN_1655052	460477	NA	NA
705	ILMN_1655068	7380059	TOM1L2	protein_coding
706	ILMN_1655077	6220288	NA	NA
707	ILMN_1655080	3130100	NA	NA
708	ILMN_1655086	4070372	NA	antisense
709	ILMN_1655093	5490435	ING5	protein_coding
710	ILMN_1655095	6760458	CNGA4	protein_coding
711	ILMN_1655096	3830639	HFM1	protein_coding
712	ILMN_1655114	5860431	ABR	protein_coding
713	ILMN_1655117	6510397	WDR19	protein_coding
714	ILMN_1655136	5570154	FAM21EP	transcribed_unprocessed_pseudogene
715	ILMN_1655137	4260093	ZCCHC11	protein_coding
716	ILMN_1655140	6370047	NA	NA
717	ILMN_1655151	6290433	NA	NA
718	ILMN_1655154	4260754	PTBP1	protein_coding
719	ILMN_1655155	3460110	PRPS1L1	protein_coding
720	ILMN_1655161	2030564	MORN1	protein_coding
721	ILMN_1655162	2070328	HCP5B	lincRNA
722	ILMN_1655163	6180050	NA	NA
723	ILMN_1655165	870563	NA	NA
724	ILMN_1655167	1710161	ZNF502	protein_coding
725	ILMN_1655170	6180291	MAS1LP1	unprocessed_pseudogene
726	ILMN_1655171	4670041	NA	NA
727	ILMN_1655177	4920273	PI4KA	protein_coding
728	ILMN_1655191	2450047	NA	NA
729	ILMN_1655194	6220411	NA	NA
730	ILMN_1655196	670400	NA	NA
731	ILMN_1655206	1400059	ZBTB34	protein_coding
732	ILMN_1655211	2480019	NA	lincRNA
733	ILMN_1655218	3930431	NFAT5	protein_coding
734	ILMN_1655225	6520113	C19orf25	protein_coding
735	ILMN_1655229	2750128	SLC7A11	protein_coding
736	ILMN_1655230	6370402	NA	NA
737	ILMN_1655240	2320021	NA	NA
738	ILMN_1655241	5810482	PURG	protein_coding
739	ILMN_1655244	5860242	NA	unprocessed_pseudogene
740	ILMN_1655245	7150241	MDM1	protein_coding
741	ILMN_1655250	2470373	NA	NA
742	ILMN_1655261	940639	ERP27	protein_coding
743	ILMN_1655269	1710066	C2orf66	protein_coding
744	ILMN_1655272	130689	SLC23A2	protein_coding
745	ILMN_1655275	4070255	LINC01284	lincRNA
746	ILMN_1655296	840240	UTRN	protein_coding
747	ILMN_1655306	5290181	PPP6R2	protein_coding
748	ILMN_1655307	3890671	FAM136A	protein_coding
749	ILMN_1655311	7150280	NA	NA
750	ILMN_1655312	4760521	HPS5	protein_coding
751	ILMN_1655316	6100762	PSMC6	protein_coding
752	ILMN_1655329	4120152	NA	NA
753	ILMN_1655341	3360626	PLAC8L1	protein_coding
754	ILMN_1655347	1450368	NA	NA
755	ILMN_1655348	6860369	GPR1	protein_coding
756	ILMN_1655365	6620041	CCDC173	protein_coding
757	ILMN_1655374	4280402	SELENOV	protein_coding
758	ILMN_1655377	730605	NA	NA
759	ILMN_1655382	2000301	DCLRE1B	protein_coding
760	ILMN_1655403	6940167	ERI2	protein_coding
761	ILMN_1655405	5390703	NA	NA
762	ILMN_1655408	2510673	NA	processed_pseudogene
763	ILMN_1655414	610113	TNFSF14	protein_coding
764	ILMN_1655418	5290500	CAPNS1	protein_coding
765	ILMN_1655421	3060338	NA	NA
766	ILMN_1655422	2000593	NA	NA
767	ILMN_1655426	5050301	KLK3	protein_coding
768	ILMN_1655428	4590414	ARF1P1	processed_pseudogene
769	ILMN_1655429	1690681	TNFAIP1	protein_coding
770	ILMN_1655446	1340156	XKR6	protein_coding
771	ILMN_1655449	4060239	OR5R1	polymorphic_pseudogene
772	ILMN_1655454	840646	ZEB2P1	transcribed_processed_pseudogene
773	ILMN_1655462	7210315	DCDC2C	protein_coding
774	ILMN_1655468	580376	DSG3	protein_coding
775	ILMN_1655469	7510025	TSPAN3	protein_coding
776	ILMN_1655474	270523	RNASE9	protein_coding
777	ILMN_1655482	1990441	TRIM27	protein_coding
778	ILMN_1655485	20553	SPRTN	protein_coding
779	ILMN_1655489	4260458	NA	transcribed_processed_pseudogene
780	ILMN_1655498	6220053	NA	NA
781	ILMN_1655504	1090491	IFT81	protein_coding
782	ILMN_1655509	5420332	ASAH1	protein_coding
783	ILMN_1655510	1770673	LINC00397	lincRNA
784	ILMN_1655519	3190358	FAM90A14P	unprocessed_pseudogene
785	ILMN_1655521	6290717	DMRTA1	protein_coding
786	ILMN_1655525	6980148	NA	NA
787	ILMN_1655532	870164	ASB6	protein_coding
788	ILMN_1655537	5670092	ING1	protein_coding
789	ILMN_1655545	840634	ZMYND12	protein_coding
790	ILMN_1655549	4480497	SIGLEC10	protein_coding
791	ILMN_1655551	1850209	NA	NA
792	ILMN_1655557	1820341	INTS6	protein_coding
793	ILMN_1655563	730273	CTIF	protein_coding
794	ILMN_1655564	1940682	NBPF25P	transcribed_unprocessed_pseudogene
795	ILMN_1655565	1190139	UGT3A2	protein_coding
796	ILMN_1655572	110048	NA	NA
797	ILMN_1655577	2760242	TIAM1	protein_coding
798	ILMN_1655595	5080192	SERPINE2	protein_coding
799	ILMN_1655608	4050239	KLHL18	protein_coding
800	ILMN_1655610	630327	RET	protein_coding
801	ILMN_1655611	4890292	NA	NA
802	ILMN_1655612	7000609	ARRDC2	protein_coding
803	ILMN_1655614	3610672	DSP	protein_coding
804	ILMN_1655615	940341	NA	NA
805	ILMN_1655622	1820253	THAP12	protein_coding
806	ILMN_1655624	6840279	NA	processed_pseudogene
807	ILMN_1655626	2120193	FAM193B	protein_coding
808	ILMN_1655637	2190408	UPK1A	protein_coding
809	ILMN_1655642	3170066	NA	NA
810	ILMN_1655644	4610168	ZNF804A	protein_coding
811	ILMN_1655645	3140441	NA	NA
812	ILMN_1655654	4890403	MPDU1	protein_coding
813	ILMN_1655659	1580754	HMGB3P30	processed_pseudogene
814	ILMN_1655663	6760673	P3H4	protein_coding
815	ILMN_1655664	6250278	DGKD	protein_coding
816	ILMN_1655684	4730168	SARS2	protein_coding
817	ILMN_1655690	1030343	NA	NA
818	ILMN_1655694	6770091	FBRSL1	protein_coding
819	ILMN_1655701	5490095	C2orf27A	transcribed_unprocessed_pseudogene
820	ILMN_1655702	5860215	ABHD5	protein_coding
821	ILMN_1655710	6280446	NA	processed_pseudogene
822	ILMN_1655711	4390497	PRLHR	protein_coding
823	ILMN_1655713	7650348	OR2M7	protein_coding
824	ILMN_1655715	6550364	NA	lincRNA
825	ILMN_1655720	6020400	CNNM4	protein_coding
826	ILMN_1655722	1710575	NA	NA
827	ILMN_1655733	4390162	RFC2	protein_coding
828	ILMN_1655740	50255	SNAI2	protein_coding
829	ILMN_1655748	1190647	ZSCAN31	protein_coding
830	ILMN_1655758	2650731	NA	NA
831	ILMN_1655765	3830671	MRPS21	protein_coding
832	ILMN_1655766	3390451	ANKRD34B	protein_coding
833	ILMN_1655771	780592	NA	NA
834	ILMN_1655773	3610292	NA	lincRNA
835	ILMN_1655780	6370075	NA	NA
836	ILMN_1655783	2490678	ATP1B3	protein_coding
837	ILMN_1655788	4730270	NA	NA
838	ILMN_1655789	2750743	NA	NA
839	ILMN_1655796	6760167	MARCH3	protein_coding
840	ILMN_1655827	4890195	COPS2	protein_coding
841	ILMN_1655842	2710121	NA	antisense
842	ILMN_1655844	3060059	TAF1A	protein_coding
843	ILMN_1655849	7050364	GSC	protein_coding
844	ILMN_1655860	4220402	POLR1D	protein_coding
845	ILMN_1655863	5360019	TRAPPC13P1	processed_pseudogene
846	ILMN_1655868	6980328	NA	NA
847	ILMN_1655871	4050086	NA	NA
848	ILMN_1655876	2000431	TMEM159	protein_coding
849	ILMN_1655880	110228	CHST11	protein_coding
850	ILMN_1655884	770079	ATP2A2	protein_coding
851	ILMN_1655892	7560246	NA	NA
852	ILMN_1655893	2060020	CCDC171	protein_coding
853	ILMN_1655894	1440368	MYL1	protein_coding
854	ILMN_1655904	3890132	ROR1	protein_coding
855	ILMN_1655906	3930184	FBXW7	protein_coding
856	ILMN_1655909	2470754	NA	NA
857	ILMN_1655915	2370632	MMP11	protein_coding
858	ILMN_1655922	6200615	PPP6R2	protein_coding
859	ILMN_1655924	4810326	TRNT1	protein_coding
860	ILMN_1655935	50735	NA	NA
861	ILMN_1655940	1940446	NA	NA
862	ILMN_1655950	4830139	NA	NA
863	ILMN_1655952	7380026	WASH1	protein_coding
864	ILMN_1655955	1940543	LRRIQ1	protein_coding
865	ILMN_1655961	3310484	NA	NA
866	ILMN_1655974	3850474	PDE6B	protein_coding
867	ILMN_1655980	1240292	NA	NA
868	ILMN_1655983	5810044	NA	NA
869	ILMN_1655985	5690056	NA	NA
870	ILMN_1655987	6040053	STAB1	protein_coding
871	ILMN_1655990	5690228	CDK5RAP2	protein_coding
872	ILMN_1656011	4490176	RGS1	protein_coding
873	ILMN_1656015	3140736	NA	processed_pseudogene
874	ILMN_1656016	6900725	DHX9	protein_coding
875	ILMN_1656017	3360376	NRF1	protein_coding
876	ILMN_1656024	4640722	NA	NA
877	ILMN_1656033	270537	NA	NA
878	ILMN_1656042	630397	KIAA0319L	protein_coding
879	ILMN_1656045	7040296	NA	NA
880	ILMN_1656051	2030037	KRTAP19-4	protein_coding
881	ILMN_1656052	1400608	NA	lincRNA
882	ILMN_1656057	5360670	NA	NA
883	ILMN_1656066	2450382	TNPO2	protein_coding
884	ILMN_1656069	4900411	NA	NA
885	ILMN_1656073	4610743	MYL8P	processed_pseudogene
886	ILMN_1656074	1450204	ANXA8	protein_coding
887	ILMN_1656079	2510059	KCNQ1	protein_coding
888	ILMN_1656084	1340424	CD160	protein_coding
889	ILMN_1656088	7050215	CCDC190	protein_coding
890	ILMN_1656097	3190376	SLCO1A2	protein_coding
891	ILMN_1656111	4830424	MYLIP	protein_coding
892	ILMN_1656118	240239	ZBTB7A	protein_coding
893	ILMN_1656123	1010148	SYNDIG1L	protein_coding
894	ILMN_1656129	5960332	SLC39A10	protein_coding
895	ILMN_1656131	1470546	CASC15	lincRNA
896	ILMN_1656134	3120176	CNOT7	protein_coding
897	ILMN_1656136	5670241	STAU1	protein_coding
898	ILMN_1656137	1780754	NA	NA
899	ILMN_1656139	270717	SKIDA1	protein_coding
900	ILMN_1656144	2970537	MAPKAPK2	protein_coding
901	ILMN_1656145	5690373	GOT1	protein_coding
902	ILMN_1656149	2480682	C11orf80	protein_coding
903	ILMN_1656159	5490681	ATP10D	protein_coding
904	ILMN_1656165	4570411	USP9X	protein_coding
905	ILMN_1656169	4200193	CTNNA2	protein_coding
906	ILMN_1656170	7200136	JAKMIP1	protein_coding
907	ILMN_1656171	70487	NA	NA
908	ILMN_1656176	3710520	SAMMSON	lincRNA
909	ILMN_1656181	7330364	ORC4	protein_coding
910	ILMN_1656182	1190615	TET1P1	processed_pseudogene
911	ILMN_1656185	4210066	DEF8	protein_coding
912	ILMN_1656186	580332	SLC41A1	protein_coding
913	ILMN_1656187	2360180	NA	NA
914	ILMN_1656189	1770129	NA	NA
915	ILMN_1656192	6900154	ZNF704	protein_coding
916	ILMN_1656193	4590184	ACTL9	protein_coding
917	ILMN_1656194	3310097	TSPAN10	protein_coding
918	ILMN_1656199	4200010	BCLAF1P2	processed_pseudogene
919	ILMN_1656200	5130372	KATNAL2	protein_coding
920	ILMN_1656208	5490564	HSP90AA2P	processed_pseudogene
921	ILMN_1656218	430497	INF2	protein_coding
922	ILMN_1656225	7040025	DUPD1	protein_coding
923	ILMN_1656242	110730	NA	NA
924	ILMN_1656248	5570682	CLMP	protein_coding
925	ILMN_1656250	7100538	NKX6-3	protein_coding
926	ILMN_1656251	6840445	LINC00643	transcribed_unitary_pseudogene
927	ILMN_1656257	3800605	LINC00917	lincRNA
928	ILMN_1656266	430601	NA	NA
929	ILMN_1656274	4260184	NA	NA
930	ILMN_1656285	1820008	METTL7A	protein_coding
931	ILMN_1656287	3840554	SPOCK2	protein_coding
932	ILMN_1656292	2900470	RPL21P131	processed_pseudogene
933	ILMN_1656293	2600288	NA	NA
934	ILMN_1656300	4490072	GFRA2	protein_coding
935	ILMN_1656303	3830196	NA	NA
936	ILMN_1656310	380259	NA	NA
937	ILMN_1656316	2340709	ZMYM3	protein_coding
938	ILMN_1656318	6940148	NA	NA
939	ILMN_1656325	5820196	GSAP	protein_coding
940	ILMN_1656327	1850373	GLT1D1	protein_coding
941	ILMN_1656330	6960040	CCKAR	protein_coding
942	ILMN_1656335	2260010	RIT1	protein_coding
943	ILMN_1656338	1400739	PTPRS	protein_coding
944	ILMN_1656342	2060609	FBXO48	protein_coding
945	ILMN_1656361	7330070	ARHGAP27	protein_coding
946	ILMN_1656364	7160519	ASB12	protein_coding
947	ILMN_1656368	1470427	NA	NA
948	ILMN_1656369	5570731	C8orf4	protein_coding
949	ILMN_1656371	4780167	NA	NA
950	ILMN_1656372	1500066	PES1	protein_coding
951	ILMN_1656373	7050010	BNC2	protein_coding
952	ILMN_1656376	4230519	PVRL3-AS1	antisense
953	ILMN_1656379	3450504	NA	NA
954	ILMN_1656383	1240543	SOHLH1	protein_coding
955	ILMN_1656386	4250451	SEC24D	protein_coding
956	ILMN_1656393	3420519	PPP2R3A	protein_coding
957	ILMN_1656395	1400392	NA	NA
958	ILMN_1656399	7550468	TCEAL8	protein_coding
959	ILMN_1656404	60575	ZNF251	protein_coding
960	ILMN_1656409	1110138	NA	NA
961	ILMN_1656410	4670471	TRPC6	protein_coding
962	ILMN_1656413	5390543	ZMPSTE24	protein_coding
963	ILMN_1656415	4920593	CDKN2C	protein_coding
964	ILMN_1656419	450278	RAB11FIP1	protein_coding
965	ILMN_1656420	2690189	CLUHP3	transcribed_unprocessed_pseudogene
966	ILMN_1656422	3140343	NA	NA
967	ILMN_1656427	780070	GID4	protein_coding
968	ILMN_1656429	3120328	NA	lincRNA
969	ILMN_1656434	4860187	IP6K1	protein_coding
970	ILMN_1656436	5890390	RBMS1	protein_coding
971	ILMN_1656452	6560725	C16orf59	protein_coding
972	ILMN_1656463	3830021	NA	NA
973	ILMN_1656482	4180717	OSBPL2	protein_coding
974	ILMN_1656486	990528	DNAJC10	protein_coding
975	ILMN_1656487	2850703	FGA	protein_coding
976	ILMN_1656492	2750082	CCDC162P	unitary_pseudogene
977	ILMN_1656495	2710338	NOTO	protein_coding
978	ILMN_1656496	630750	EPC2	protein_coding
979	ILMN_1656501	5390161	DUSP5	protein_coding
980	ILMN_1656502	1780551	NA	NA
981	ILMN_1656504	2260612	ZNF304	protein_coding
982	ILMN_1656521	3140669	RRP7A	protein_coding
983	ILMN_1656525	1050162	SPG21	protein_coding
984	ILMN_1656527	7610435	NA	NA
985	ILMN_1656530	7570575	NA	NA
986	ILMN_1656534	7330528	NA	lincRNA
987	ILMN_1656537	2480291	NA	NA
988	ILMN_1656540	1780070	RUVBL1	protein_coding
989	ILMN_1656546	2510594	ARHGEF11	protein_coding
990	ILMN_1656553	7100678	NA	processed_transcript
991	ILMN_1656557	6110369	ARMC8	protein_coding
992	ILMN_1656560	1240037	PARM1	protein_coding
993	ILMN_1656562	3190475	NA	NA
994	ILMN_1656563	5560593	NA	NA
995	ILMN_1656574	630364	PCGF6	protein_coding
996	ILMN_1656576	7050577	ATCAY	protein_coding
997	ILMN_1656577	2060072	KCNH7	protein_coding
998	ILMN_1656579	6180008	CCDC150	protein_coding
999	ILMN_1656589	5290180	NA	NA
1000	ILMN_1656593	2680220	AK5	protein_coding
1001	ILMN_1656595	4250202	STAC3	protein_coding
1002	ILMN_1656600	70129	NA	NA
1003	ILMN_1656604	70538	NA	NA
1004	ILMN_1656615	60438	DNAAF5	protein_coding
1005	ILMN_1656617	6550121	CCDC184	protein_coding
1006	ILMN_1656621	3290181	CHMP2A	protein_coding
1007	ILMN_1656625	830066	RPS24	protein_coding
1008	ILMN_1656628	3930703	WDR4	protein_coding
1009	ILMN_1656630	4880152	NA	NA
1010	ILMN_1656635	2370215	NA	NA
1011	ILMN_1656636	1710762	NA	NA
1012	ILMN_1656637	1440228	NA	processed_pseudogene
1013	ILMN_1656638	1010463	NA	NA
1014	ILMN_1656647	1300259	NA	NA
1015	ILMN_1656656	1450255	COX19	protein_coding
1016	ILMN_1656662	7000435	RPL24P2	processed_pseudogene
1017	ILMN_1656670	2070088	HLA-G	protein_coding
1018	ILMN_1656676	7400296	ZYG11B	protein_coding
1019	ILMN_1656682	2480039	AZIN1	protein_coding
1020	ILMN_1656684	4040195	CCR3	protein_coding
1021	ILMN_1656706	4280274	LCE2D	protein_coding
1022	ILMN_1656713	1260309	IGLL1	protein_coding
1023	ILMN_1656715	670088	THSD7A	protein_coding
1024	ILMN_1656720	7570594	NA	processed_pseudogene
1025	ILMN_1656722	6980402	NA	NA
1026	ILMN_1656724	5390021	OR14A16	protein_coding
1027	ILMN_1656732	2900113	DNM1P51	transcribed_unprocessed_pseudogene
1028	ILMN_1656743	4540674	NA	NA
1029	ILMN_1656744	4150010	NA	lincRNA
1030	ILMN_1656746	2030131	AIDA	protein_coding
1031	ILMN_1656761	7160670	TGIF1	protein_coding
1032	ILMN_1656767	4830215	NA	lincRNA
1033	ILMN_1656779	2970576	NA	NA
